student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S05999,22,Female,44,Visual,13,No,22.5,56,69,Yes,Medium,11,6,B,3,78.5
S06000,26,Male,48,Auditory,11,Yes,23.4,43.4,86,No,Low,28,7,C,2,66.8
S06001,29,Male,15,Auditory,10,Yes,18.3,33.6,99,Yes,Low,9,5,D,1,51.9
S06002,20,Male,49,Visual,15,Yes,24.3,65.1,100,Yes,High,14,5,A,4,89.4
S06003,29,Female,29,Reading/Writing,17,Yes,30,49.7,77,Yes,Low,9,8,B,3,79.7
S06004,22,Female,19,Kinesthetic,20,Yes,27.3,53.2,98,Yes,Medium,0,5,B,3,80.5
S06005,25,Female,27,Visual,10,Yes,15,29.4,52,No,Medium,20,9,D,1,44.4
S06006,26,Female,13,Kinesthetic,4,Yes,15.9,28.7,89,Yes,Medium,21,5,D,1,44.6
S06007,22,Male,43,Auditory,11,No,18.3,65.8,78,Yes,Medium,1,10,A,4,84.1
S06008,22,Male,25,Visual,16,Yes,20.4,49.7,56,Yes,Medium,19,7,B,3,70.1
S06009,25,Male,9,Kinesthetic,14,Yes,26.7,37.1,52,Yes,Low,15,4,D,1,63.8
S06010,28,Female,13,Visual,12,Yes,26.4,69.3,97,No,High,13,4,A,4,95.7
S06011,19,Male,30,Auditory,2,Yes,17.7,50.4,52,Yes,Medium,29,9,B,3,68.1
S06012,18,Female,43,Kinesthetic,16,Yes,26.4,57.4,88,Yes,Medium,14,8,B,3,83.8
S06013,25,Female,5,Visual,19,Yes,29.4,32.2,72,No,Medium,4,5,D,1,61.6
S06014,28,Male,25,Visual,16,No,15.9,58.1,51,Yes,Low,10,5,B,3,74
S06015,28,Female,11,Reading/Writing,18,No,17.4,45.5,87,Yes,Medium,27,9,C,2,62.9
S06016,23,Male,16,Auditory,3,Yes,28.5,44.1,76,No,Medium,14,9,C,2,72.6
S06017,25,Female,12,Kinesthetic,2,No,27,68.6,71,Yes,Low,3,4,A,4,95.6
S06018,29,Male,46,Reading/Writing,1,Yes,22.8,44.8,63,Yes,Medium,22,8,C,2,67.6
S06019,19,Male,49,Kinesthetic,17,No,15.6,44.8,53,Yes,Low,22,9,C,2,60.4
S06020,22,Male,39,Kinesthetic,0,No,26.4,30.8,66,Yes,High,6,9,D,1,57.2
S06021,29,Male,36,Reading/Writing,18,No,16.5,46.9,85,Yes,Low,4,7,C,2,63.4
S06022,25,Female,8,Reading/Writing,0,Yes,27.6,49,84,No,Medium,24,9,B,3,76.6
S06023,26,Female,23,Visual,20,Yes,21.6,31.5,62,No,Medium,1,4,D,1,53.1
S06024,29,Male,36,Visual,15,No,28.8,50.4,56,Yes,High,21,8,B,3,79.2
S06025,21,Female,27,Reading/Writing,13,Yes,25.5,43.4,75,Yes,Low,22,4,C,2,68.9
S06026,27,Female,12,Reading/Writing,3,Yes,19.5,38.5,57,No,High,1,8,C,2,58
S06027,29,Male,30,Reading/Writing,7,No,22.5,30.8,96,No,Low,4,9,D,1,53.3
S06028,23,Male,35,Visual,8,No,26.7,46.2,93,Yes,Medium,10,8,C,2,72.9
S06029,18,Male,7,Reading/Writing,3,Yes,17.4,63.7,92,Yes,Medium,4,9,A,4,81.1
S06030,25,Male,10,Reading/Writing,6,No,19.5,33.6,70,No,Medium,9,4,D,1,53.1
S06031,20,Male,6,Reading/Writing,0,No,20.4,51.1,78,Yes,Medium,1,8,B,3,71.5
S06032,20,Female,26,Kinesthetic,6,Yes,28.2,55.3,58,No,Low,1,4,B,3,83.5
S06033,24,Female,29,Kinesthetic,20,Yes,17.7,37.8,88,Yes,Medium,4,9,D,1,55.5
S06034,22,Male,36,Reading/Writing,4,Yes,28.2,60.9,57,Yes,Medium,26,9,A,4,89.1
S06035,25,Female,32,Kinesthetic,5,Yes,23.1,37.1,66,Yes,Medium,4,6,D,1,60.2
S06036,21,Female,16,Reading/Writing,14,Yes,25.8,51.1,72,Yes,Medium,2,6,B,3,76.9
S06037,18,Male,48,Auditory,14,No,28.5,55.3,79,No,Medium,2,4,B,3,83.8
S06038,27,Male,24,Reading/Writing,2,No,20.7,30.1,63,Yes,Medium,28,4,D,1,50.8
S06039,24,Male,37,Visual,13,Yes,15.9,46.9,52,Yes,High,27,9,C,2,62.8
S06040,18,Female,28,Reading/Writing,1,No,29.1,56.7,50,No,High,14,7,B,3,85.8
S06041,22,Male,31,Reading/Writing,4,No,24.9,42,74,Yes,Medium,24,6,C,2,66.9
S06042,19,Female,17,Kinesthetic,15,No,19.2,56.7,85,Yes,High,30,7,B,3,75.9
S06043,20,Male,27,Visual,17,Yes,24,29.4,54,No,Medium,16,8,D,1,53.4
S06044,21,Male,19,Visual,13,No,17.7,59.5,61,Yes,Medium,8,6,A,4,77.2
S06045,21,Male,11,Visual,8,Yes,21.6,32.2,89,No,Low,19,4,D,1,53.8
S06046,29,Female,22,Reading/Writing,4,No,29.1,28.7,73,Yes,High,30,5,D,1,57.8
S06047,25,Female,20,Kinesthetic,18,Yes,21.6,57.4,61,Yes,Medium,21,10,B,3,79
S06048,25,Male,5,Reading/Writing,7,Yes,23.1,32.2,78,Yes,Low,4,8,D,1,55.3
S06049,22,Female,31,Kinesthetic,9,Yes,23.1,60.9,56,Yes,Medium,12,9,A,4,84
S06050,27,Female,27,Kinesthetic,16,No,21.6,70,94,Yes,High,6,7,A,4,91.6
S06051,29,Male,28,Auditory,3,Yes,30,49,57,No,Low,1,9,B,3,79
S06052,22,Female,47,Kinesthetic,12,Yes,27,44.1,55,No,Low,14,9,C,2,71.1
S06053,26,Female,6,Auditory,7,Yes,28.8,29.4,75,Yes,Medium,20,9,D,1,58.2
S06054,20,Male,41,Auditory,8,No,18.6,44.8,87,No,High,11,5,C,2,63.4
S06055,22,Female,36,Reading/Writing,4,No,23.4,59.5,79,Yes,Medium,15,9,A,4,82.9
S06056,18,Male,25,Auditory,12,Yes,20.7,38.5,82,Yes,Medium,19,5,C,2,59.2
S06057,24,Male,28,Reading/Writing,6,No,26.7,66.5,71,Yes,Medium,30,10,A,4,93.2
S06058,19,Male,14,Auditory,18,Yes,18,29.4,71,No,High,19,5,D,1,47.4
S06059,19,Male,12,Auditory,4,Yes,22.5,39.2,71,No,Medium,2,4,C,2,61.7
S06060,21,Male,12,Visual,20,Yes,24.9,69.3,99,Yes,Medium,14,6,A,4,94.2
S06061,28,Male,5,Kinesthetic,16,No,23.4,56,99,Yes,Medium,6,9,B,3,79.4
S06062,28,Male,40,Kinesthetic,11,No,17.1,32.2,70,Yes,Medium,5,7,D,1,49.3
S06063,24,Male,5,Visual,0,Yes,17.1,52.5,90,Yes,Medium,10,5,B,3,69.6
S06064,21,Female,6,Kinesthetic,8,No,27.6,48.3,89,No,Medium,17,7,C,2,75.9
S06065,21,Male,11,Kinesthetic,7,Yes,19.5,46.9,67,No,Medium,20,6,C,2,66.4
S06066,20,Female,7,Kinesthetic,15,No,22.5,30.1,95,No,Low,8,9,D,1,52.6
S06067,28,Male,30,Kinesthetic,15,No,17.4,53.2,88,Yes,Low,12,10,B,3,70.6
S06068,24,Female,22,Visual,17,Yes,18,35,93,Yes,Low,4,5,D,1,53
S06069,21,Male,25,Visual,17,Yes,22.5,34.3,74,Yes,Low,24,7,D,1,56.8
S06070,26,Male,12,Auditory,9,No,16.2,47.6,72,Yes,Medium,14,9,C,2,63.8
S06071,21,Female,39,Reading/Writing,4,No,25.5,64.4,54,No,High,4,8,A,4,89.9
S06072,27,Female,44,Auditory,15,Yes,28.2,63.7,76,No,High,10,7,A,4,91.9
S06073,19,Male,26,Auditory,18,Yes,21.9,32.9,90,No,Low,13,6,D,1,54.8
S06074,28,Female,43,Auditory,17,Yes,19.5,60.2,97,Yes,Low,7,10,A,4,79.7
S06075,21,Male,33,Kinesthetic,18,No,15,53.9,67,Yes,Low,30,4,B,3,68.9
S06076,18,Female,41,Visual,16,No,28.8,34.3,54,No,Medium,2,5,D,1,63.1
S06077,24,Female,36,Visual,13,Yes,24.6,30.8,85,Yes,Low,25,8,D,1,55.4
S06078,19,Female,45,Visual,1,No,18.3,59.5,56,Yes,Medium,11,5,A,4,77.8
S06079,20,Other,15,Visual,9,No,22.2,32.2,79,No,Low,25,10,D,1,54.4
S06080,19,Male,24,Reading/Writing,4,No,15,67.9,93,Yes,Medium,12,4,A,4,82.9
S06081,21,Female,35,Reading/Writing,8,Yes,15.3,37.1,81,Yes,Medium,27,5,D,1,52.4
S06082,24,Female,26,Visual,18,Yes,25.5,31.5,55,Yes,Low,30,4,D,1,57
S06083,20,Female,37,Kinesthetic,6,Yes,27.9,53.9,83,Yes,Medium,10,8,B,3,81.8
S06084,22,Male,40,Reading/Writing,20,Yes,16.2,52.5,67,Yes,High,17,4,B,3,68.7
S06085,21,Male,21,Reading/Writing,16,No,20.4,50.4,66,No,Medium,17,8,B,3,70.8
S06086,22,Female,39,Auditory,8,Yes,25.2,41.3,52,Yes,Medium,5,8,C,2,66.5
S06087,19,Male,46,Kinesthetic,3,No,27.9,68.6,97,Yes,Medium,4,10,A,4,96.5
S06088,23,Male,8,Kinesthetic,17,No,27.9,70,79,No,Medium,27,4,A,4,97.9
S06089,19,Male,19,Kinesthetic,5,Yes,22.2,45.5,98,No,Low,4,10,C,2,67.7
S06090,20,Male,25,Auditory,17,Yes,21.9,33.6,91,Yes,Medium,3,4,D,1,55.5
S06091,24,Other,34,Auditory,1,Yes,21.9,35.7,84,Yes,Medium,9,6,D,1,57.6
S06092,18,Female,41,Reading/Writing,20,Yes,19.8,45.5,82,Yes,Low,27,9,C,2,65.3
S06093,21,Male,25,Kinesthetic,13,No,25.5,55.3,75,Yes,Medium,5,10,B,3,80.8
S06094,25,Female,17,Kinesthetic,4,No,27.3,29.4,50,Yes,Medium,1,10,D,1,56.7
S06095,27,Male,21,Visual,0,No,26.1,52.5,52,Yes,Low,6,5,B,3,78.6
S06096,18,Female,26,Kinesthetic,0,No,15,32.2,82,Yes,High,30,9,D,1,47.2
S06097,29,Female,39,Auditory,7,Yes,23.4,55.3,97,Yes,Medium,26,7,B,3,78.7
S06098,21,Male,10,Kinesthetic,16,Yes,21.3,63,69,No,Medium,26,6,A,4,84.3
S06099,23,Female,27,Auditory,14,No,16.5,28.7,51,No,Medium,20,5,D,1,45.2
S06100,29,Male,15,Visual,4,No,27.3,28.7,75,No,High,12,4,D,1,56
S06101,27,Female,10,Visual,19,Yes,25.2,30.1,50,No,High,26,4,D,1,55.3
S06102,23,Male,20,Kinesthetic,9,Yes,24.6,68.6,84,Yes,Low,19,9,A,4,93.2
S06103,29,Male,27,Visual,11,Yes,15.3,48.3,86,Yes,Low,22,4,C,2,63.6
S06104,25,Other,17,Reading/Writing,16,Yes,17.4,48.3,71,Yes,Medium,1,8,C,2,65.7
S06105,18,Female,36,Auditory,13,Yes,28.8,61.6,53,Yes,Medium,17,5,A,4,90.4
S06106,21,Other,20,Visual,19,No,29.1,28.7,58,Yes,Low,0,6,D,1,57.8
S06107,20,Female,12,Auditory,15,Yes,15,63,56,Yes,Medium,9,6,A,4,78
S06108,25,Female,49,Kinesthetic,3,Yes,25.2,37.1,89,No,Medium,13,5,D,1,62.3
S06109,18,Male,28,Reading/Writing,11,Yes,15.6,58.1,99,Yes,High,26,4,B,3,73.7
S06110,19,Female,34,Reading/Writing,20,No,28.2,49.7,56,No,Medium,14,4,B,3,77.9
S06111,24,Female,31,Reading/Writing,20,Yes,15.9,34.3,56,Yes,Medium,3,7,D,1,50.2
S06112,26,Female,48,Kinesthetic,16,Yes,23.4,34.3,60,Yes,Medium,2,6,D,1,57.7
S06113,27,Male,22,Auditory,8,Yes,22.5,32.2,88,No,High,27,5,D,1,54.7
S06114,26,Female,47,Visual,15,Yes,17.4,56.7,71,No,Medium,5,10,B,3,74.1
S06115,19,Female,18,Visual,18,No,19.5,49,62,Yes,Medium,21,4,B,3,68.5
S06116,28,Female,43,Auditory,12,Yes,23.4,55.3,58,Yes,Medium,17,5,B,3,78.7
S06117,18,Female,28,Visual,6,Yes,16.8,55.3,72,Yes,Medium,14,6,B,3,72.1
S06118,25,Female,32,Visual,11,Yes,24.3,56,92,Yes,Medium,22,6,B,3,80.3
S06119,28,Female,29,Visual,15,Yes,26.4,58.8,61,No,High,9,9,B,3,85.2
S06120,26,Female,27,Reading/Writing,11,No,15.3,49,83,Yes,Medium,2,6,B,3,64.3
S06121,24,Female,21,Kinesthetic,19,No,26.7,41.3,98,Yes,Medium,10,8,C,2,68
S06122,20,Female,47,Kinesthetic,17,No,24.3,68.6,83,No,Medium,8,5,A,4,92.9
S06123,18,Female,21,Visual,8,Yes,21.6,31.5,85,No,Medium,2,5,D,1,53.1
S06124,23,Female,39,Reading/Writing,11,Yes,21.3,69.3,83,Yes,High,30,4,A,4,90.6
S06125,27,Male,25,Reading/Writing,12,No,25.2,64.4,67,Yes,High,23,6,A,4,89.6
S06126,29,Male,32,Visual,20,No,23.7,49,67,No,Low,28,4,B,3,72.7
S06127,28,Other,10,Visual,9,Yes,24.9,67.9,52,No,Medium,14,7,A,4,92.8
S06128,25,Female,44,Reading/Writing,10,Yes,30,30.8,100,Yes,Low,2,5,D,1,60.8
S06129,27,Other,19,Kinesthetic,1,Yes,21,30.8,63,Yes,Low,17,7,D,1,51.8
S06130,29,Male,32,Visual,6,Yes,15.3,43.4,75,No,Medium,0,8,C,2,58.7
S06131,19,Male,33,Reading/Writing,19,No,20.4,49.7,83,Yes,High,29,9,B,3,70.1
S06132,25,Male,6,Visual,17,Yes,19.8,56.7,96,No,Medium,20,10,B,3,76.5
S06133,20,Female,40,Auditory,10,Yes,21.9,67.9,53,Yes,Medium,11,10,A,4,89.8
S06134,26,Male,49,Kinesthetic,20,Yes,19.8,55.3,68,Yes,Medium,6,9,B,3,75.1
S06135,18,Male,17,Reading/Writing,9,Yes,18.3,61.6,61,Yes,High,1,5,A,4,79.9
S06136,25,Male,32,Reading/Writing,7,Yes,29.7,35,98,Yes,Medium,10,4,D,1,64.7
S06137,21,Female,5,Visual,17,Yes,27.9,41.3,94,No,Medium,16,5,C,2,69.2
S06138,26,Female,39,Kinesthetic,3,Yes,18.6,60.2,74,Yes,Medium,5,4,A,4,78.8
S06139,27,Male,48,Visual,16,Yes,17.4,49,85,No,High,26,9,B,3,66.4
S06140,20,Male,43,Auditory,20,Yes,22.2,48.3,99,No,Medium,2,5,C,2,70.5
S06141,21,Male,25,Kinesthetic,6,No,24,34.3,97,Yes,Medium,24,6,D,1,58.3
S06142,27,Female,21,Visual,17,No,20.1,51.1,76,Yes,Medium,17,4,B,3,71.2
S06143,27,Male,8,Auditory,14,Yes,18.3,40.6,69,No,Medium,24,5,C,2,58.9
S06144,22,Female,9,Kinesthetic,1,Yes,21.6,33.6,89,Yes,Low,29,6,D,1,55.2
S06145,19,Female,9,Visual,12,No,27.3,39.9,65,Yes,Medium,30,6,C,2,67.2
S06146,26,Male,37,Kinesthetic,15,Yes,25.2,35.7,64,Yes,Medium,27,7,D,1,60.9
S06147,25,Female,48,Reading/Writing,15,Yes,20.4,59.5,72,No,Low,24,6,A,4,79.9
S06148,20,Male,13,Kinesthetic,15,No,22.8,67.2,99,Yes,High,28,7,A,4,90
S06149,26,Female,10,Reading/Writing,1,Yes,15.3,39.9,95,Yes,Medium,13,10,C,2,55.2
S06150,28,Male,27,Reading/Writing,20,No,25.2,42.7,74,Yes,High,4,8,C,2,67.9
S06151,27,Male,24,Kinesthetic,12,Yes,15.6,66.5,63,Yes,Low,9,6,A,4,82.1
S06152,18,Male,16,Reading/Writing,20,No,23.4,31.5,57,No,Medium,8,7,D,1,54.9
S06153,29,Male,24,Reading/Writing,13,Yes,23.4,42.7,68,Yes,Low,13,6,C,2,66.1
S06154,20,Male,29,Reading/Writing,19,No,27.6,53.2,52,Yes,Medium,14,8,B,3,80.8
S06155,18,Female,48,Reading/Writing,5,Yes,21.3,58.8,81,Yes,Medium,20,9,B,3,80.1
S06156,23,Male,39,Reading/Writing,12,Yes,17.4,61.6,92,Yes,Low,9,10,A,4,79
S06157,26,Male,33,Reading/Writing,15,No,15.3,53.2,68,Yes,Medium,23,9,B,3,68.5
S06158,25,Female,41,Auditory,2,Yes,18,38.5,84,Yes,Low,21,7,C,2,56.5
S06159,26,Other,17,Kinesthetic,16,Yes,30,67.9,55,No,High,19,9,A,4,97.9
S06160,28,Female,17,Auditory,1,Yes,23.7,63.7,57,Yes,Medium,28,9,A,4,87.4
S06161,23,Female,31,Visual,11,Yes,16.2,67.2,51,Yes,Low,21,4,A,4,83.4
S06162,27,Female,6,Reading/Writing,2,Yes,25.8,48.3,63,No,Medium,24,7,C,2,74.1
S06163,28,Female,28,Visual,7,Yes,23.1,52.5,68,Yes,Low,12,10,B,3,75.6
S06164,22,Female,18,Visual,18,No,27.6,69.3,83,No,Medium,3,8,A,4,96.9
S06165,26,Male,47,Visual,7,No,19.5,30.8,92,No,Medium,28,8,D,1,50.3
S06166,21,Female,11,Auditory,1,Yes,21,67.9,65,Yes,Medium,16,4,A,4,88.9
S06167,23,Male,34,Auditory,1,Yes,28.2,30.1,67,Yes,Low,6,4,D,1,58.3
S06168,22,Male,20,Visual,9,No,17.7,38.5,76,Yes,Low,23,10,C,2,56.2
S06169,24,Male,39,Kinesthetic,1,Yes,18.6,59.5,92,Yes,Medium,30,5,A,4,78.1
S06170,21,Female,26,Reading/Writing,14,No,22.2,52.5,95,No,High,4,4,B,3,74.7
S06171,23,Female,43,Visual,12,No,21.6,43.4,54,Yes,High,30,10,C,2,65
S06172,27,Male,48,Kinesthetic,7,Yes,24.6,37.1,63,Yes,Low,0,8,D,1,61.7
S06173,20,Male,25,Visual,0,No,17.1,49,67,Yes,Medium,17,10,B,3,66.1
S06174,23,Female,49,Kinesthetic,15,No,24.3,51.8,68,Yes,High,21,7,B,3,76.1
S06175,18,Female,47,Visual,3,Yes,24.9,37.8,51,Yes,Medium,28,10,D,1,62.7
S06176,24,Male,47,Auditory,11,No,17.1,51.1,59,Yes,Medium,28,6,B,3,68.2
S06177,29,Female,14,Kinesthetic,15,Yes,23.4,57.4,67,Yes,High,22,5,B,3,80.8
S06178,25,Male,30,Reading/Writing,12,Yes,19.5,58.8,84,Yes,Medium,9,5,B,3,78.3
S06179,25,Other,37,Reading/Writing,11,Yes,26.4,52.5,84,Yes,Medium,3,6,B,3,78.9
S06180,22,Male,16,Kinesthetic,7,No,19.2,51.1,71,Yes,Medium,3,6,B,3,70.3
S06181,29,Male,18,Visual,12,Yes,27.6,68.6,51,Yes,Low,9,10,A,4,96.2
S06182,29,Female,25,Reading/Writing,2,Yes,30,59.5,88,Yes,Medium,9,8,A,4,89.5
S06183,23,Female,16,Visual,8,Yes,23.4,44.8,54,Yes,Medium,28,7,C,2,68.2
S06184,22,Female,10,Kinesthetic,4,No,22.2,51.8,58,Yes,Medium,8,8,B,3,74
S06185,29,Male,23,Visual,14,Yes,23.1,29.4,65,No,Low,4,10,D,1,52.5
S06186,21,Male,31,Visual,0,Yes,27.3,42.7,91,No,Medium,0,4,C,2,70
S06187,18,Male,8,Kinesthetic,4,No,20.4,33.6,67,Yes,High,1,7,D,1,54
S06188,28,Female,9,Auditory,19,Yes,23.7,45.5,87,Yes,Low,2,9,C,2,69.2
S06189,19,Male,24,Reading/Writing,5,Yes,28.8,51.8,77,Yes,Low,10,9,B,3,80.6
S06190,28,Male,37,Kinesthetic,8,Yes,27.9,69.3,92,Yes,Low,18,10,A,4,97.2
S06191,21,Female,41,Reading/Writing,17,Yes,24.6,35.7,96,Yes,Medium,3,7,D,1,60.3
S06192,27,Male,13,Auditory,18,Yes,23.7,47.6,85,No,Medium,3,8,C,2,71.3
S06193,23,Female,15,Reading/Writing,11,Yes,27.6,69.3,54,Yes,Medium,10,9,A,4,96.9
S06194,19,Female,35,Kinesthetic,7,Yes,25.8,48.3,90,Yes,Low,7,4,C,2,74.1
S06195,21,Female,33,Auditory,17,No,27,30.1,55,Yes,Medium,30,9,D,1,57.1
S06196,26,Female,45,Auditory,17,No,22.2,51.8,92,No,Medium,4,9,B,3,74
S06197,25,Male,19,Kinesthetic,11,No,19.2,67.2,96,Yes,Low,6,10,A,4,86.4
S06198,27,Male,49,Reading/Writing,17,No,18.3,28,80,Yes,Medium,1,7,D,1,46.3
S06199,18,Male,8,Visual,11,Yes,19.5,46.2,68,Yes,Low,10,8,C,2,65.7
S06200,26,Male,49,Auditory,12,Yes,17.1,63,80,No,Low,27,8,A,4,80.1
S06201,22,Male,20,Reading/Writing,13,No,21.6,38.5,75,No,Medium,14,8,C,2,60.1
S06202,21,Male,42,Visual,3,Yes,27.9,56,52,Yes,High,12,8,B,3,83.9
S06203,26,Male,19,Visual,6,No,25.5,35,50,Yes,High,6,10,D,1,60.5
S06204,23,Female,9,Visual,14,Yes,20.4,65.1,57,Yes,High,1,6,A,4,85.5
S06205,28,Male,20,Auditory,8,No,27.6,53.2,59,Yes,Medium,2,10,B,3,80.8
S06206,22,Male,31,Reading/Writing,18,No,16.2,46.2,82,Yes,Low,26,4,C,2,62.4
S06207,27,Female,11,Kinesthetic,2,No,25.5,66.5,73,Yes,High,20,6,A,4,92
S06208,25,Female,26,Reading/Writing,7,No,16.5,42,68,Yes,High,7,5,C,2,58.5
S06209,23,Female,22,Reading/Writing,0,Yes,19.5,39.2,69,No,Medium,20,5,C,2,58.7
S06210,19,Female,17,Auditory,8,Yes,28.5,55.3,74,Yes,High,17,8,B,3,83.8
S06211,24,Male,16,Visual,10,No,26.7,48.3,52,Yes,Low,26,10,C,2,75
S06212,19,Male,24,Kinesthetic,17,No,24,42,96,Yes,Medium,2,10,C,2,66
S06213,22,Male,45,Reading/Writing,12,No,15,35.7,92,Yes,High,16,9,D,1,50.7
S06214,25,Female,26,Kinesthetic,9,Yes,30,50.4,81,No,Medium,24,7,B,3,80.4
S06215,26,Female,32,Auditory,5,Yes,23.1,46.9,59,Yes,Medium,29,7,C,2,70
S06216,29,Male,26,Reading/Writing,17,Yes,26.7,62.3,54,Yes,High,8,6,A,4,89
S06217,28,Female,32,Kinesthetic,2,No,21.6,49.7,59,No,Low,17,8,B,3,71.3
S06218,19,Female,15,Auditory,5,Yes,19.8,61.6,60,Yes,Low,1,4,A,4,81.4
S06219,18,Female,14,Auditory,14,Yes,27,52.5,90,Yes,Medium,6,5,B,3,79.5
S06220,29,Female,7,Visual,17,Yes,18.3,50.4,100,Yes,Medium,17,4,B,3,68.7
S06221,23,Male,21,Visual,20,Yes,21.9,32.9,77,No,Medium,12,10,D,1,54.8
S06222,21,Female,39,Visual,15,Yes,28.5,70,86,Yes,Medium,21,6,A,4,98.5
S06223,21,Male,36,Reading/Writing,6,Yes,20.1,42.7,68,Yes,Medium,26,5,C,2,62.8
S06224,18,Male,16,Reading/Writing,16,Yes,18.6,44.8,69,Yes,Medium,5,10,C,2,63.4
S06225,18,Female,45,Reading/Writing,2,Yes,17.7,36.4,100,Yes,Medium,2,8,D,1,54.1
S06226,29,Male,6,Kinesthetic,6,Yes,20.7,31.5,99,Yes,Low,13,8,D,1,52.2
S06227,18,Female,46,Visual,10,No,17.1,51.1,92,Yes,Medium,29,9,B,3,68.2
S06228,18,Male,18,Kinesthetic,4,Yes,27,49,54,Yes,High,26,4,B,3,76
S06229,22,Male,37,Reading/Writing,0,Yes,25.2,28.7,82,Yes,Medium,4,4,D,1,53.9
S06230,25,Male,13,Auditory,9,No,26.4,37.8,68,Yes,Low,25,7,D,1,64.2
S06231,26,Female,45,Reading/Writing,9,Yes,29.1,43.4,68,Yes,Medium,22,8,C,2,72.5
S06232,27,Male,5,Visual,16,No,27.6,54.6,96,No,Low,17,10,B,3,82.2
S06233,19,Female,31,Auditory,14,Yes,27.3,56,80,Yes,Medium,2,7,B,3,83.3
S06234,26,Male,40,Visual,9,Yes,27.3,52.5,86,Yes,Medium,11,5,B,3,79.8
S06235,20,Female,14,Auditory,2,Yes,28.2,60.2,97,Yes,High,18,8,A,4,88.4
S06236,26,Male,37,Kinesthetic,7,No,25.8,41.3,60,Yes,Medium,29,4,C,2,67.1
S06237,19,Male,26,Visual,20,Yes,29.4,34.3,76,No,Low,18,4,D,1,63.7
S06238,28,Male,33,Kinesthetic,10,Yes,15.6,55.3,73,Yes,Low,4,9,B,3,70.9
S06239,28,Male,5,Reading/Writing,18,Yes,22.8,48.3,97,Yes,Medium,18,7,C,2,71.1
S06240,18,Female,41,Kinesthetic,18,No,17.1,44.8,89,Yes,Medium,27,5,C,2,61.9
S06241,21,Male,42,Reading/Writing,5,Yes,20.1,62.3,60,Yes,Medium,1,5,A,4,82.4
S06242,19,Female,31,Auditory,18,No,16.5,39.2,53,Yes,Medium,17,7,C,2,55.7
S06243,26,Female,12,Reading/Writing,17,Yes,23.7,60.2,75,Yes,Medium,23,8,A,4,83.9
S06244,28,Female,20,Kinesthetic,15,Yes,24.6,43.4,60,Yes,Medium,24,5,C,2,68
S06245,24,Male,32,Visual,5,Yes,22.2,54.6,78,Yes,Low,1,10,B,3,76.8
S06246,24,Female,33,Visual,16,Yes,29.1,63.7,71,Yes,High,5,6,A,4,92.8
S06247,27,Male,26,Reading/Writing,14,Yes,24.6,67.9,62,No,High,20,4,A,4,92.5
S06248,22,Male,48,Reading/Writing,19,No,27.9,67.2,91,Yes,Low,1,8,A,4,95.1
S06249,25,Female,18,Reading/Writing,19,Yes,22.5,29.4,82,Yes,Medium,0,6,D,1,51.9
S06250,25,Female,36,Auditory,13,Yes,23.1,50.4,92,Yes,Medium,12,5,B,3,73.5
S06251,25,Female,5,Visual,0,No,29.7,67.2,51,Yes,Medium,23,7,A,4,96.9
S06252,19,Male,47,Auditory,17,Yes,27,60.2,68,Yes,Medium,16,8,A,4,87.2
S06253,29,Female,17,Kinesthetic,1,Yes,19.8,65.8,95,No,Medium,20,4,A,4,85.6
S06254,24,Female,23,Kinesthetic,15,No,18.6,65.8,93,Yes,Medium,4,4,A,4,84.4
S06255,26,Other,11,Auditory,0,Yes,30,54.6,93,Yes,High,24,7,B,3,84.6
S06256,18,Female,16,Reading/Writing,0,No,21.3,38.5,64,No,Low,22,8,C,2,59.8
S06257,28,Male,49,Kinesthetic,13,Yes,26.4,51.1,73,Yes,High,4,10,B,3,77.5
S06258,18,Male,8,Reading/Writing,14,Yes,17.4,61.6,77,No,Medium,2,8,A,4,79
S06259,23,Female,46,Kinesthetic,9,No,20.7,65.1,78,Yes,Medium,17,4,A,4,85.8
S06260,29,Male,30,Reading/Writing,18,No,15.3,34.3,88,Yes,High,20,8,D,1,49.6
S06261,18,Female,23,Visual,19,Yes,17.1,37.8,79,Yes,Low,27,10,D,1,54.9
S06262,24,Female,27,Kinesthetic,16,Yes,24.9,51.1,81,Yes,High,28,8,B,3,76
S06263,24,Male,33,Reading/Writing,19,No,22.2,57.4,87,No,Medium,16,5,B,3,79.6
S06264,23,Female,49,Kinesthetic,16,Yes,29.4,66.5,69,No,Low,9,4,A,4,95.9
S06265,29,Female,16,Reading/Writing,18,No,19.8,62.3,95,No,Low,26,7,A,4,82.1
S06266,22,Female,6,Reading/Writing,16,Yes,16.5,51.8,96,Yes,Medium,13,5,B,3,68.3
S06267,29,Female,40,Reading/Writing,15,Yes,21.9,47.6,76,Yes,Low,28,9,C,2,69.5
S06268,25,Female,13,Visual,5,No,19.8,64.4,68,Yes,Medium,23,9,A,4,84.2
S06269,24,Female,30,Reading/Writing,8,No,28.2,67.9,84,Yes,Medium,3,4,A,4,96.1
S06270,25,Male,28,Visual,15,Yes,18.6,33.6,95,Yes,Medium,12,6,D,1,52.2
